,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_965,86.72,86.14,25.21,20.74,10.74,15.77,89.99,129.88,72.42,57.4,13.69,12.02,155.55,45.35,5.8,6.36,2
Spring_966,113.07,73.44,37.46,25.6,10.47,13.03,77.67,145.62,74.78,77.01,12.83,16.5,423.22,40.89,13.76,6.59,5
Spring_967,102.06,86.47,52.94,25.25,13.56,18.61,124.32,159.29,71.02,71.83,16.89,12.18,279.7,30.74,6.63,5.4,4
Spring_968,79.04,93.76,25.43,20.89,18.86,14.4,77.54,185.32,74.5,69.85,16.33,21.02,297.87,62.91,2.47,8.82,2
Spring_969,117.69,88.8,38.11,28.85,17.41,17.18,94.76,184.16,47.57,61.52,19.26,18.5,418.41,51.95,14.3,6.55,1
Spring_970,112.05,87.46,60.86,22.81,18.61,11.35,75.58,130.63,43.52,54.69,14.31,19.53,355.7,41.81,14.26,6.11,2
Spring_971,82.35,77.15,69.84,27.91,10.32,17.44,86.64,180.24,68.65,72.65,10.51,16.37,401.95,69.73,6.23,5.53,1
Spring_972,112.94,76.7,62.66,22.41,11.9,13.16,101.77,191.86,74.71,55.96,18.15,17.34,370.9,64.4,13.04,7.75,1
Spring_973,78.88,97.35,26.94,27.34,16.96,13.69,124.52,161.67,58.78,66.03,13.39,15.04,495.1,15.25,6.28,6.83,2
Spring_974,87.09,77.1,50.04,29.97,14.47,18.28,81.55,178.59,68.36,53.63,14.93,23.69,467.37,61.53,8.92,5.09,3
Spring_975,97.53,92.98,48.31,24.93,15.71,19.13,85.98,185.88,76.37,68.02,18.64,21.68,113.66,45.88,16.64,7.33,5
Spring_976,105.31,76.87,39.75,21.61,10.36,13.67,119.54,143.05,42.99,74.25,18.18,13.21,250.74,18.48,13.71,7.55,2
Spring_977,89.55,98.06,30.61,22.03,17.68,16.66,107.63,188.01,51.38,58.63,13.81,13.92,405.24,37.61,10.06,5.14,4
Spring_978,124.91,95.96,66.06,28.7,16.55,16.1,77.52,177.42,46.26,72.16,11.4,21.66,235.99,65.0,18.25,7.29,4
Spring_979,83.8,83.18,51.43,24.65,19.0,13.57,97.22,181.56,46.16,74.52,10.53,8.3,468.44,2.23,4.87,6.81,2
Spring_980,103.11,93.74,26.08,23.35,12.66,18.94,76.38,195.16,73.64,50.75,14.25,18.72,494.99,65.36,13.34,8.79,1
Spring_981,98.41,98.09,43.8,23.18,16.27,16.74,90.56,143.67,52.03,70.29,15.37,14.58,390.22,32.86,17.83,7.09,5
Spring_982,106.66,92.23,29.32,23.51,10.29,15.07,90.07,192.33,59.36,64.04,17.53,19.77,476.06,33.86,19.84,8.88,2
Spring_983,106.24,88.87,48.8,23.43,11.33,17.8,78.69,190.51,59.84,61.43,10.12,16.67,420.68,0.44,14.27,8.44,3
Spring_984,82.86,93.85,35.03,21.52,10.67,11.04,102.05,170.99,53.69,75.51,17.91,21.8,497.26,69.9,14.49,5.52,2
Spring_985,116.81,89.82,26.58,29.0,12.4,16.19,86.5,152.69,46.15,69.87,12.93,9.07,144.76,16.38,7.65,5.48,2
Spring_986,89.91,88.55,47.64,29.65,10.34,14.01,101.85,199.84,51.57,70.79,17.69,19.34,380.37,45.07,9.0,8.59,1
Spring_987,121.51,82.67,63.97,22.41,14.38,15.82,108.97,198.83,47.46,52.26,18.58,12.95,479.24,16.01,17.93,6.24,1
Spring_988,77.26,83.42,66.5,24.19,18.92,13.9,101.9,175.5,53.1,77.32,11.36,20.86,298.69,32.27,13.86,8.94,2
Spring_989,82.2,75.01,45.82,26.38,19.62,10.38,115.56,145.23,73.94,65.27,19.52,8.03,408.21,70.57,5.87,8.72,5
Spring_990,109.61,73.77,63.73,21.32,15.28,15.56,80.53,186.99,57.08,51.82,16.24,17.91,319.22,6.48,12.52,7.02,3
Spring_991,104.21,79.25,43.25,27.08,11.77,11.47,109.56,187.64,78.96,76.44,11.34,17.85,156.52,33.18,10.55,7.35,1
Spring_992,119.84,78.12,40.85,21.01,17.35,13.62,102.3,190.95,64.24,77.22,14.68,20.79,372.48,69.02,11.5,8.87,1
Spring_993,122.74,73.89,54.75,25.03,19.77,14.87,104.43,165.77,44.03,65.7,10.64,9.96,211.96,47.0,13.92,8.8,4
Spring_994,90.71,98.0,29.67,23.07,15.76,11.45,97.17,136.03,42.2,78.76,11.35,23.74,219.45,19.35,4.81,6.3,1
Spring_995,103.16,91.57,67.21,29.0,17.89,13.66,121.49,152.79,67.65,53.9,16.11,15.33,254.34,51.77,10.87,8.19,3
Spring_996,123.32,75.03,39.99,24.12,18.93,13.14,109.6,134.48,50.49,69.7,17.55,13.08,181.05,1.35,6.14,5.11,2
Spring_997,95.77,72.22,54.15,26.75,12.32,16.45,119.14,134.65,63.56,64.62,17.23,14.39,360.1,5.06,7.81,8.35,5
Spring_998,97.51,89.15,26.03,20.2,17.72,11.85,90.38,134.6,52.67,52.76,10.71,16.43,120.38,65.17,17.67,5.9,2
Spring_999,106.42,98.45,53.67,22.55,13.06,16.16,80.31,181.3,69.6,56.37,19.77,21.57,117.53,70.79,12.89,5.02,1
Spring_1000,124.78,75.66,25.16,27.25,10.55,16.74,101.28,183.7,64.04,77.08,15.14,23.65,433.61,24.4,2.24,8.38,1
