,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_970,80.9,78.81,36.38,27.81,15.24,14.69,90.69,158.66,73.26,72.51,12.19,17.65,317.45,27.19,19.31,7.14,5
Spring_971,88.17,84.1,63.11,28.18,15.74,18.05,121.77,184.22,40.29,79.81,15.0,16.92,290.62,70.21,17.61,7.26,3
Spring_972,116.82,92.14,51.45,28.77,15.38,18.07,112.28,152.39,44.6,51.34,11.69,14.38,203.5,0.01,15.7,8.17,2
Spring_973,115.99,74.8,62.72,21.55,14.36,18.59,122.99,161.32,43.54,76.0,15.72,18.34,146.75,72.38,19.51,8.9,4
Spring_974,121.4,93.38,28.08,21.27,17.73,15.79,77.37,152.39,72.66,60.23,16.55,22.25,476.39,7.71,13.18,7.53,2
Spring_975,85.04,70.36,42.41,22.49,14.29,11.9,124.48,172.36,63.95,52.25,12.23,21.77,497.23,54.71,10.81,8.13,5
Spring_976,90.3,77.0,61.25,22.53,19.03,16.95,85.81,146.68,65.01,52.63,18.02,21.64,174.93,62.94,8.86,8.2,4
Spring_977,121.73,93.48,33.99,21.12,11.76,13.27,98.89,188.15,77.06,67.73,17.5,20.96,464.91,16.3,15.77,8.97,2
Spring_978,75.19,73.83,65.83,23.8,12.95,12.79,79.84,183.96,75.78,60.67,19.19,12.1,318.56,29.38,11.83,8.2,2
Spring_979,92.46,95.18,55.04,25.99,10.51,16.65,101.12,156.12,62.79,77.07,10.68,16.31,380.13,46.6,5.52,9.0,4
Spring_980,105.66,90.79,42.05,20.53,16.56,18.24,107.9,130.0,57.76,67.34,13.98,12.58,400.8,21.29,14.71,6.92,3
Spring_981,112.69,86.03,32.82,20.99,12.78,13.55,75.08,187.24,47.2,58.57,14.58,15.78,353.99,74.37,18.73,7.8,1
Spring_982,114.43,94.72,67.68,21.16,18.35,14.0,121.98,186.65,63.99,55.52,15.23,20.44,193.72,20.71,6.37,8.25,3
Spring_983,103.84,88.11,45.33,22.42,19.6,16.96,89.37,133.37,53.9,69.22,16.16,10.86,426.96,38.88,6.08,8.19,5
Spring_984,97.66,92.26,40.48,29.78,12.03,14.33,83.03,137.2,69.32,77.51,15.93,16.99,298.42,1.07,9.02,5.92,3
Spring_985,76.11,81.85,55.12,28.11,14.39,14.32,109.25,195.19,54.08,74.19,12.34,18.14,458.48,59.5,10.76,6.98,3
Spring_986,90.36,71.45,38.53,29.8,16.95,17.69,106.39,145.83,69.16,61.32,14.41,16.94,236.46,39.04,3.17,8.15,2
Spring_987,77.48,76.01,31.84,27.39,19.77,18.74,83.07,150.88,43.47,62.91,14.0,8.49,250.24,29.32,8.8,5.43,1
Spring_988,81.13,91.19,52.92,29.51,11.96,16.33,102.17,152.08,71.75,65.51,19.15,11.39,374.34,62.69,14.46,5.5,5
Spring_989,106.03,71.88,59.66,27.87,14.41,17.96,98.38,186.08,72.22,54.0,15.7,17.17,208.74,51.06,9.26,6.82,4
Spring_990,111.42,86.53,28.48,23.81,15.32,16.15,77.82,131.76,52.91,63.51,19.78,18.58,160.95,4.35,10.42,6.69,3
Spring_991,89.23,95.15,69.92,21.0,19.0,17.94,84.79,176.63,64.49,63.53,15.17,19.77,265.81,0.74,15.77,5.44,3
Spring_992,111.78,72.42,47.23,25.48,13.73,13.48,118.55,139.44,78.6,70.32,14.34,21.74,174.07,11.85,10.45,5.46,5
Spring_993,77.31,83.96,29.25,27.75,13.0,16.12,120.32,171.91,42.79,74.15,17.2,12.39,194.13,67.98,6.24,8.38,4
Spring_994,97.75,78.57,42.26,27.34,19.23,16.69,114.13,187.51,70.75,65.71,20.0,16.77,364.21,36.91,19.64,6.77,5
Spring_995,118.01,75.46,64.03,26.1,19.43,19.98,101.13,128.77,69.15,76.03,12.22,22.93,296.07,62.82,3.25,8.96,2
Spring_996,81.95,88.23,55.89,29.07,10.49,19.29,80.93,188.64,44.03,66.6,19.26,17.33,172.78,37.26,18.53,5.34,2
Spring_997,76.66,73.57,26.86,22.46,12.89,18.13,79.9,151.04,77.94,56.98,11.76,20.51,218.91,35.06,15.36,6.18,1
Spring_998,97.35,97.06,62.17,25.52,17.48,10.65,76.67,186.06,60.68,57.28,11.58,17.43,285.37,47.37,12.99,6.69,4
Spring_999,87.84,90.17,65.01,26.67,11.9,14.89,103.12,156.05,67.98,62.18,16.65,8.2,107.16,14.91,8.43,5.92,3
Spring_1000,83.66,74.43,27.25,27.34,14.73,14.61,92.79,152.87,75.02,64.17,16.42,13.65,482.21,45.31,4.09,7.74,1
